country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,nameJa
JP,Japan,Shiga,"",2020-02-15,-3,3,13,-3,5,0,滋賀
JP,Japan,Shiga,"",2020-02-16,-9,-7,-41,-9,-2,3,滋賀
JP,Japan,Shiga,"",2020-02-17,-5,4,-5,2,0,0,滋賀
JP,Japan,Shiga,"",2020-02-18,-6,-2,-8,-1,-1,1,滋賀
JP,Japan,Shiga,"",2020-02-19,-2,3,9,0,0,1,滋賀
JP,Japan,Shiga,"",2020-02-20,5,4,10,0,1,0,滋賀
JP,Japan,Shiga,"",2020-02-21,-1,2,18,2,0,1,滋賀
JP,Japan,Shiga,"",2020-02-22,-8,-3,-23,-4,-2,2,滋賀
JP,Japan,Shiga,"",2020-02-23,2,5,5,11,-1,0,滋賀
JP,Japan,Shiga,"",2020-02-24,28,7,110,-3,-54,13,滋賀
JP,Japan,Shiga,"",2020-02-25,-1,7,-4,-3,1,1,滋賀
JP,Japan,Shiga,"",2020-02-26,-1,4,6,-3,0,1,滋賀
JP,Japan,Shiga,"",2020-02-27,0,5,-5,-5,0,1,滋賀
JP,Japan,Shiga,"",2020-02-28,0,13,-1,-11,1,2,滋賀
JP,Japan,Shiga,"",2020-02-29,-8,10,-34,-30,1,4,滋賀
JP,Japan,Shiga,"",2020-03-01,-5,12,1,-22,4,3,滋賀
JP,Japan,Shiga,"",2020-03-02,-7,9,4,-15,-1,3,滋賀
JP,Japan,Shiga,"",2020-03-03,1,9,20,-17,-2,3,滋賀
JP,Japan,Shiga,"",2020-03-04,-10,-2,-23,-20,-4,5,滋賀
JP,Japan,Shiga,"",2020-03-05,-6,2,-17,-18,-3,4,滋賀
JP,Japan,Shiga,"",2020-03-06,-8,4,15,-19,-3,4,滋賀
JP,Japan,Shiga,"",2020-03-07,-7,5,23,-25,-4,4,滋賀
JP,Japan,Shiga,"",2020-03-08,-13,-3,-43,-32,-5,6,滋賀
JP,Japan,Shiga,"",2020-03-09,-6,4,31,-13,-3,3,滋賀
JP,Japan,Shiga,"",2020-03-10,-10,-2,-26,-21,-5,5,滋賀
JP,Japan,Shiga,"",2020-03-11,2,2,6,-16,-4,4,滋賀
JP,Japan,Shiga,"",2020-03-12,6,7,44,-12,-4,2,滋賀
JP,Japan,Shiga,"",2020-03-13,-2,4,26,-16,-4,4,滋賀
JP,Japan,Shiga,"",2020-03-14,-6,0,-30,-30,-7,5,滋賀
JP,Japan,Shiga,"",2020-03-15,-3,5,5,-22,-2,3,滋賀
JP,Japan,Shiga,"",2020-03-16,-10,-1,-22,-16,-4,4,滋賀
JP,Japan,Shiga,"",2020-03-17,0,5,33,-14,-4,3,滋賀
JP,Japan,Shiga,"",2020-03-18,0,4,38,-13,-3,3,滋賀
JP,Japan,Shiga,"",2020-03-19,13,9,37,-7,-5,1,滋賀
JP,Japan,Shiga,"",2020-03-20,22,11,93,-20,-53,16,滋賀
JP,Japan,Shiga,"",2020-03-21,-1,8,73,-12,-8,3,滋賀
JP,Japan,Shiga,"",2020-03-22,-6,2,9,-13,-3,3,滋賀
JP,Japan,Shiga,"",2020-03-23,-2,4,20,-12,-3,3,滋賀
JP,Japan,Shiga,"",2020-03-24,2,4,18,-15,-4,3,滋賀
JP,Japan,Shiga,"",2020-03-25,5,7,44,-9,-4,2,滋賀
JP,Japan,Shiga,"",2020-03-26,8,11,53,-7,-5,2,滋賀
JP,Japan,Shiga,"",2020-03-27,-6,1,-18,-18,-6,5,滋賀
JP,Japan,Shiga,"",2020-03-28,-8,3,-17,-29,-4,5,滋賀
JP,Japan,Shiga,"",2020-03-29,-6,7,-8,-25,-2,4,滋賀
JP,Japan,Shiga,"",2020-03-30,-2,5,19,-15,-6,4,滋賀
JP,Japan,Shiga,"",2020-03-31,1,9,36,-18,-7,4,滋賀
JP,Japan,Shiga,"",2020-04-01,-14,-7,-21,-22,-8,6,滋賀
JP,Japan,Shiga,"",2020-04-02,-3,6,19,-21,-8,5,滋賀
JP,Japan,Shiga,"",2020-04-03,-8,7,72,-23,-7,5,滋賀
JP,Japan,Shiga,"",2020-04-04,-10,12,87,-33,-10,6,滋賀
JP,Japan,Shiga,"",2020-04-05,-15,10,34,-37,-8,6,滋賀
JP,Japan,Shiga,"",2020-04-06,-10,9,45,-22,-8,5,滋賀
JP,Japan,Shiga,"",2020-04-07,-8,8,64,-25,-9,5,滋賀
JP,Japan,Shiga,"",2020-04-08,-11,4,47,-26,-12,6,滋賀
JP,Japan,Shiga,"",2020-04-09,-11,5,41,-28,-10,6,滋賀
JP,Japan,Shiga,"",2020-04-10,-17,5,19,-34,-11,8,滋賀
JP,Japan,Shiga,"",2020-04-11,-20,8,33,-48,-17,9,滋賀
JP,Japan,Shimane,"",2020-02-15,1,6,12,1,8,-1,島根
JP,Japan,Shimane,"",2020-02-16,-5,1,-27,-12,0,2,島根
JP,Japan,Shimane,"",2020-02-17,-10,-1,-16,-5,0,2,島根
JP,Japan,Shimane,"",2020-02-18,-6,-3,-13,-2,-1,2,島根
JP,Japan,Shimane,"",2020-02-19,3,4,8,4,1,-1,島根
JP,Japan,Shimane,"",2020-02-20,6,3,16,6,1,0,島根
JP,Japan,Shimane,"",2020-02-21,1,2,10,5,1,0,島根
JP,Japan,Shimane,"",2020-02-22,-1,3,-15,3,-1,1,島根
JP,Japan,Shimane,"",2020-02-23,6,5,39,21,1,-1,島根
JP,Japan,Shimane,"",2020-02-24,18,2,83,13,-52,13,島根
JP,Japan,Shimane,"",2020-02-25,1,8,5,8,1,0,島根
JP,Japan,Shimane,"",2020-02-26,2,7,1,2,2,0,島根
JP,Japan,Shimane,"",2020-02-27,3,6,6,2,2,0,島根
JP,Japan,Shimane,"",2020-02-28,0,9,2,-9,2,1,島根
JP,Japan,Shimane,"",2020-02-29,-4,10,-28,-20,9,2,島根
JP,Japan,Shimane,"",2020-03-01,-2,8,6,-14,6,2,島根
JP,Japan,Shimane,"",2020-03-02,-3,6,-4,-13,1,2,島根
JP,Japan,Shimane,"",2020-03-03,1,7,12,-8,0,2,島根
JP,Japan,Shimane,"",2020-03-04,-3,2,-7,-12,0,2,島根
JP,Japan,Shimane,"",2020-03-05,-2,7,-9,-14,0,2,島根
JP,Japan,Shimane,"",2020-03-06,-3,4,11,-14,-1,3,島根
JP,Japan,Shimane,"",2020-03-07,-7,2,-10,-13,3,3,島根
JP,Japan,Shimane,"",2020-03-08,-5,3,-10,-16,2,3,島根
JP,Japan,Shimane,"",2020-03-09,-3,2,24,-5,0,2,島根
JP,Japan,Shimane,"",2020-03-10,-3,0,-11,-12,-1,3,島根
JP,Japan,Shimane,"",2020-03-11,2,2,6,-6,0,2,島根
JP,Japan,Shimane,"",2020-03-12,4,5,29,-2,0,1,島根
JP,Japan,Shimane,"",2020-03-13,2,4,10,-9,0,2,島根
JP,Japan,Shimane,"",2020-03-14,-1,5,-25,-13,-5,4,島根
JP,Japan,Shimane,"",2020-03-15,-3,6,-8,-12,0,3,島根
JP,Japan,Shimane,"",2020-03-16,-4,4,0,-11,0,2,島根
JP,Japan,Shimane,"",2020-03-17,2,4,15,-4,0,1,島根
JP,Japan,Shimane,"",2020-03-18,4,4,32,-2,0,1,島根
JP,Japan,Shimane,"",2020-03-19,12,6,32,3,-1,0,島根
JP,Japan,Shimane,"",2020-03-20,22,10,65,4,-49,15,島根
JP,Japan,Shimane,"",2020-03-21,2,6,42,13,-2,2,島根
JP,Japan,Shimane,"",2020-03-22,-3,2,10,-3,2,2,島根
JP,Japan,Shimane,"",2020-03-23,0,2,34,-1,1,1,島根
JP,Japan,Shimane,"",2020-03-24,5,4,32,0,0,1,島根
JP,Japan,Shimane,"",2020-03-25,9,11,45,3,-1,0,島根
JP,Japan,Shimane,"",2020-03-26,10,10,41,0,-2,1,島根
JP,Japan,Shimane,"",2020-03-27,0,2,-15,-14,-3,4,島根
JP,Japan,Shimane,"",2020-03-28,0,4,-14,-12,-2,3,島根
JP,Japan,Shimane,"",2020-03-29,1,6,45,4,5,1,島根
JP,Japan,Shimane,"",2020-03-30,5,4,51,-3,-3,2,島根
JP,Japan,Shimane,"",2020-03-31,4,8,53,-3,-4,2,島根
JP,Japan,Shimane,"",2020-04-01,-6,-1,-13,-19,-5,4,島根
JP,Japan,Shimane,"",2020-04-02,2,6,42,-6,-5,2,島根
JP,Japan,Shimane,"",2020-04-03,-2,6,54,-12,-6,3,島根
JP,Japan,Shimane,"",2020-04-04,-4,7,49,-4,-4,3,島根
JP,Japan,Shimane,"",2020-04-05,-4,13,53,-5,-3,3,島根
JP,Japan,Shimane,"",2020-04-06,-2,9,45,-6,-5,3,島根
JP,Japan,Shimane,"",2020-04-07,1,6,37,-10,-5,3,島根
JP,Japan,Shimane,"",2020-04-08,-4,3,22,-12,-4,2,島根
JP,Japan,Shimane,"",2020-04-09,1,6,26,-13,-10,4,島根
JP,Japan,Shimane,"",2020-04-10,-11,8,3,-20,-5,5,島根
JP,Japan,Shimane,"",2020-04-11,-21,7,-4,-31,-16,8,島根
JP,Japan,Shizuoka,"",2020-02-15,-1,6,16,2,4,0,静岡
JP,Japan,Shizuoka,"",2020-02-16,-10,-8,-45,-11,-2,3,静岡
JP,Japan,Shizuoka,"",2020-02-17,1,0,9,6,1,0,静岡
JP,Japan,Shizuoka,"",2020-02-18,5,3,13,3,1,1,静岡
JP,Japan,Shizuoka,"",2020-02-19,0,1,14,2,1,0,静岡
JP,Japan,Shizuoka,"",2020-02-20,3,6,14,3,0,0,静岡
JP,Japan,Shizuoka,"",2020-02-21,0,2,21,4,1,0,静岡
JP,Japan,Shizuoka,"",2020-02-22,-5,1,-7,2,-2,2,静岡
JP,Japan,Shizuoka,"",2020-02-23,7,10,48,21,-1,0,静岡
JP,Japan,Shizuoka,"",2020-02-24,28,3,76,6,-44,12,静岡
JP,Japan,Shizuoka,"",2020-02-25,4,8,7,2,2,1,静岡
JP,Japan,Shizuoka,"",2020-02-26,-3,2,-10,-4,1,1,静岡
JP,Japan,Shizuoka,"",2020-02-27,1,5,1,-4,1,1,静岡
JP,Japan,Shizuoka,"",2020-02-28,0,13,1,-13,1,1,静岡
JP,Japan,Shizuoka,"",2020-02-29,-8,12,-24,-29,3,4,静岡
JP,Japan,Shizuoka,"",2020-03-01,-7,9,-2,-27,1,4,静岡
JP,Japan,Shizuoka,"",2020-03-02,-5,2,-19,-19,-1,3,静岡
JP,Japan,Shizuoka,"",2020-03-03,0,8,9,-18,0,3,静岡
JP,Japan,Shizuoka,"",2020-03-04,-8,-3,-16,-21,-2,4,静岡
JP,Japan,Shizuoka,"",2020-03-05,-2,4,0,-18,-3,3,静岡
JP,Japan,Shizuoka,"",2020-03-06,-5,3,14,-20,-2,4,静岡
JP,Japan,Shizuoka,"",2020-03-07,-8,5,4,-27,-3,4,静岡
JP,Japan,Shizuoka,"",2020-03-08,-20,-13,-64,-40,-8,8,静岡
JP,Japan,Shizuoka,"",2020-03-09,0,2,17,-16,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-10,-6,-5,-34,-23,-3,6,静岡
JP,Japan,Shizuoka,"",2020-03-11,1,3,10,-16,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-12,3,5,20,-15,-3,3,静岡
JP,Japan,Shizuoka,"",2020-03-13,-1,3,16,-18,-3,4,静岡
JP,Japan,Shizuoka,"",2020-03-14,-12,-4,-50,-34,-7,7,静岡
JP,Japan,Shizuoka,"",2020-03-15,-1,8,14,-20,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-16,0,1,2,-15,-1,3,静岡
JP,Japan,Shizuoka,"",2020-03-17,3,3,11,-15,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-18,2,1,16,-14,-3,3,静岡
JP,Japan,Shizuoka,"",2020-03-19,9,3,10,-8,-5,2,静岡
JP,Japan,Shizuoka,"",2020-03-20,19,10,54,-13,-43,14,静岡
JP,Japan,Shizuoka,"",2020-03-21,0,7,37,-10,-7,3,静岡
JP,Japan,Shizuoka,"",2020-03-22,-3,4,23,-7,-2,2,静岡
JP,Japan,Shizuoka,"",2020-03-23,1,-1,7,-11,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-24,7,3,19,-12,-2,3,静岡
JP,Japan,Shizuoka,"",2020-03-25,6,6,21,-10,-3,2,静岡
JP,Japan,Shizuoka,"",2020-03-26,8,12,32,-9,-4,2,静岡
JP,Japan,Shizuoka,"",2020-03-27,-5,0,-23,-19,-5,5,静岡
JP,Japan,Shizuoka,"",2020-03-28,-8,5,-16,-31,-6,5,静岡
JP,Japan,Shizuoka,"",2020-03-29,-17,-4,-47,-38,-6,7,静岡
JP,Japan,Shizuoka,"",2020-03-30,-1,2,-4,-19,-5,4,静岡
JP,Japan,Shizuoka,"",2020-03-31,1,6,-6,-21,-5,5,静岡
JP,Japan,Shizuoka,"",2020-04-01,-15,-6,-38,-27,-8,6,静岡
JP,Japan,Shizuoka,"",2020-04-02,-5,7,20,-22,-8,5,静岡
JP,Japan,Shizuoka,"",2020-04-03,-11,5,26,-27,-8,6,静岡
JP,Japan,Shizuoka,"",2020-04-04,-16,8,20,-38,-10,7,静岡
JP,Japan,Shizuoka,"",2020-04-05,-18,6,16,-40,-10,7,静岡
JP,Japan,Shizuoka,"",2020-04-06,-8,5,12,-25,-6,5,静岡
JP,Japan,Shizuoka,"",2020-04-07,-6,6,15,-27,-10,6,静岡
JP,Japan,Shizuoka,"",2020-04-08,-15,1,9,-29,-8,5,静岡
JP,Japan,Shizuoka,"",2020-04-09,-15,3,9,-30,-8,6,静岡
JP,Japan,Shizuoka,"",2020-04-10,-19,5,6,-36,-9,7,静岡
JP,Japan,Shizuoka,"",2020-04-11,-26,5,0,-53,-18,10,静岡
JP,Japan,Tochigi,"",2020-02-15,-2,2,2,-4,3,0,栃木
JP,Japan,Tochigi,"",2020-02-16,-6,-3,-39,-10,0,2,栃木
JP,Japan,Tochigi,"",2020-02-17,-2,-2,-11,2,0,1,栃木
JP,Japan,Tochigi,"",2020-02-18,2,2,1,1,0,1,栃木
JP,Japan,Tochigi,"",2020-02-19,2,2,10,-1,0,0,栃木
JP,Japan,Tochigi,"",2020-02-20,3,3,0,-1,1,1,栃木
JP,Japan,Tochigi,"",2020-02-21,-3,0,7,1,0,1,栃木
JP,Japan,Tochigi,"",2020-02-22,-2,4,-1,2,1,1,栃木
JP,Japan,Tochigi,"",2020-02-23,1,6,-1,14,1,0,栃木
JP,Japan,Tochigi,"",2020-02-24,31,3,58,8,-49,13,栃木
JP,Japan,Tochigi,"",2020-02-25,-2,6,-9,1,0,1,栃木
JP,Japan,Tochigi,"",2020-02-26,-3,5,-5,-4,0,1,栃木
JP,Japan,Tochigi,"",2020-02-27,0,7,-3,-6,1,1,栃木
JP,Japan,Tochigi,"",2020-02-28,1,18,0,-13,1,2,栃木
JP,Japan,Tochigi,"",2020-02-29,-8,12,-17,-27,5,3,栃木
JP,Japan,Tochigi,"",2020-03-01,-10,10,0,-22,3,3,栃木
JP,Japan,Tochigi,"",2020-03-02,-7,-1,-31,-21,-2,4,栃木
JP,Japan,Tochigi,"",2020-03-03,-2,7,12,-16,-1,2,栃木
JP,Japan,Tochigi,"",2020-03-04,-7,0,-15,-23,-2,4,栃木
JP,Japan,Tochigi,"",2020-03-05,-3,2,-4,-20,-2,4,栃木
JP,Japan,Tochigi,"",2020-03-06,-9,0,8,-21,-2,4,栃木
JP,Japan,Tochigi,"",2020-03-07,-12,2,-9,-27,-1,5,栃木
JP,Japan,Tochigi,"",2020-03-08,-14,-2,-36,-29,-3,6,栃木
JP,Japan,Tochigi,"",2020-03-09,-6,1,15,-19,-2,3,栃木
JP,Japan,Tochigi,"",2020-03-10,-9,-4,-33,-23,-5,5,栃木
JP,Japan,Tochigi,"",2020-03-11,1,5,23,-16,-3,3,栃木
JP,Japan,Tochigi,"",2020-03-12,1,6,23,-16,-2,3,栃木
JP,Japan,Tochigi,"",2020-03-13,-3,3,17,-19,-3,4,栃木
JP,Japan,Tochigi,"",2020-03-14,-14,-5,-54,-34,-6,7,栃木
JP,Japan,Tochigi,"",2020-03-15,-6,6,13,-16,0,3,栃木
JP,Japan,Tochigi,"",2020-03-16,-3,-1,2,-15,-2,3,栃木
JP,Japan,Tochigi,"",2020-03-17,0,4,18,-13,-2,3,栃木
JP,Japan,Tochigi,"",2020-03-18,1,3,28,-12,-2,2,栃木
JP,Japan,Tochigi,"",2020-03-19,10,8,24,-4,-3,2,栃木
JP,Japan,Tochigi,"",2020-03-20,19,7,40,-3,-48,16,栃木
JP,Japan,Tochigi,"",2020-03-21,-2,7,40,-5,-6,3,栃木
JP,Japan,Tochigi,"",2020-03-22,-5,5,29,1,-1,2,栃木
JP,Japan,Tochigi,"",2020-03-23,-1,-1,19,-12,-2,3,栃木
JP,Japan,Tochigi,"",2020-03-24,1,2,9,-10,-3,3,栃木
JP,Japan,Tochigi,"",2020-03-25,5,7,40,-9,-4,2,栃木
JP,Japan,Tochigi,"",2020-03-26,5,12,42,-10,-4,3,栃木
JP,Japan,Tochigi,"",2020-03-27,-2,8,35,-16,-5,4,栃木
JP,Japan,Tochigi,"",2020-03-28,-13,2,-11,-31,-4,6,栃木
JP,Japan,Tochigi,"",2020-03-29,-33,-16,-61,-46,-9,10,栃木
JP,Japan,Tochigi,"",2020-03-30,0,1,14,-20,-6,5,栃木
JP,Japan,Tochigi,"",2020-03-31,-1,6,12,-20,-5,4,栃木
JP,Japan,Tochigi,"",2020-04-01,-14,-1,-20,-29,-7,6,栃木
JP,Japan,Tochigi,"",2020-04-02,-6,4,21,-24,-7,5,栃木
JP,Japan,Tochigi,"",2020-04-03,-10,3,45,-28,-7,5,栃木
JP,Japan,Tochigi,"",2020-04-04,-15,5,34,-36,-8,6,栃木
JP,Japan,Tochigi,"",2020-04-05,-21,1,-11,-40,-8,7,栃木
JP,Japan,Tochigi,"",2020-04-06,-8,2,20,-25,-7,5,栃木
JP,Japan,Tochigi,"",2020-04-07,-6,6,26,-24,-9,5,栃木
JP,Japan,Tochigi,"",2020-04-08,-13,2,25,-30,-9,6,栃木
JP,Japan,Tochigi,"",2020-04-09,-14,-1,10,-35,-11,8,栃木
JP,Japan,Tochigi,"",2020-04-10,-17,3,8,-40,-11,9,栃木
JP,Japan,Tochigi,"",2020-04-11,-26,1,0,-50,-16,10,栃木
JP,Japan,Tokushima,"",2020-02-15,-2,4,0,1,4,0,徳島
JP,Japan,Tokushima,"",2020-02-16,-3,-1,-17,-11,0,2,徳島
JP,Japan,Tokushima,"",2020-02-17,-1,0,-8,-2,1,1,徳島
JP,Japan,Tokushima,"",2020-02-18,0,2,8,-2,0,1,徳島
JP,Japan,Tokushima,"",2020-02-19,-1,-1,8,4,-1,0,徳島
JP,Japan,Tokushima,"",2020-02-20,1,5,1,6,1,0,徳島
JP,Japan,Tokushima,"",2020-02-21,-3,-2,7,5,0,0,徳島
JP,Japan,Tokushima,"",2020-02-22,-2,2,-7,7,-2,1,徳島
JP,Japan,Tokushima,"",2020-02-23,5,3,35,20,0,-1,徳島
JP,Japan,Tokushima,"",2020-02-24,27,4,61,17,-50,11,徳島
JP,Japan,Tokushima,"",2020-02-25,2,5,19,5,1,1,徳島
JP,Japan,Tokushima,"",2020-02-26,-3,3,1,2,0,1,徳島
JP,Japan,Tokushima,"",2020-02-27,-4,5,-2,2,1,1,徳島
JP,Japan,Tokushima,"",2020-02-28,-5,13,-3,-8,1,1,徳島
JP,Japan,Tokushima,"",2020-02-29,-14,9,-43,-24,4,5,徳島
JP,Japan,Tokushima,"",2020-03-01,-12,5,-1,-19,5,4,徳島
JP,Japan,Tokushima,"",2020-03-02,-6,3,9,-15,0,3,徳島
JP,Japan,Tokushima,"",2020-03-03,-4,7,14,-14,-2,3,徳島
JP,Japan,Tokushima,"",2020-03-04,-12,-5,-32,-23,-5,5,徳島
JP,Japan,Tokushima,"",2020-03-05,-7,3,-8,-15,-1,4,徳島
JP,Japan,Tokushima,"",2020-03-06,-10,-2,7,-17,-2,4,徳島
JP,Japan,Tokushima,"",2020-03-07,-12,1,-6,-20,-1,4,徳島
JP,Japan,Tokushima,"",2020-03-08,-13,-2,-31,-31,-4,6,徳島
JP,Japan,Tokushima,"",2020-03-09,-5,-1,16,-14,-1,3,徳島
JP,Japan,Tokushima,"",2020-03-10,-4,2,-10,-17,-4,5,徳島
JP,Japan,Tokushima,"",2020-03-11,-1,0,8,-14,-4,3,徳島
JP,Japan,Tokushima,"",2020-03-12,-1,3,14,-6,-2,3,徳島
JP,Japan,Tokushima,"",2020-03-13,-5,0,11,-16,-3,3,徳島
JP,Japan,Tokushima,"",2020-03-14,-7,1,-27,-23,-7,5,徳島
JP,Japan,Tokushima,"",2020-03-15,-6,3,15,-17,-1,3,徳島
JP,Japan,Tokushima,"",2020-03-16,-4,-1,-3,-13,-2,3,徳島
JP,Japan,Tokushima,"",2020-03-17,0,2,25,-9,-3,3,徳島
JP,Japan,Tokushima,"",2020-03-18,0,0,18,-8,-4,3,徳島
JP,Japan,Tokushima,"",2020-03-19,5,5,13,2,-2,1,徳島
JP,Japan,Tokushima,"",2020-03-20,17,9,62,4,-50,13,徳島
JP,Japan,Tokushima,"",2020-03-21,-5,3,37,1,-4,3,徳島
JP,Japan,Tokushima,"",2020-03-22,-6,1,28,-2,-1,3,徳島
JP,Japan,Tokushima,"",2020-03-23,1,2,18,-7,-2,2,徳島
JP,Japan,Tokushima,"",2020-03-24,1,4,26,-1,-2,3,徳島
JP,Japan,Tokushima,"",2020-03-25,4,3,24,-1,-4,2,徳島
JP,Japan,Tokushima,"",2020-03-26,3,5,24,4,-4,2,徳島
JP,Japan,Tokushima,"",2020-03-27,-4,0,-5,-15,-5,4,徳島
JP,Japan,Tokushima,"",2020-03-28,-9,0,-32,-23,-5,6,徳島
JP,Japan,Tokushima,"",2020-03-29,-4,3,27,-13,0,3,徳島
JP,Japan,Tokushima,"",2020-03-30,0,3,12,-12,-4,3,徳島
JP,Japan,Tokushima,"",2020-03-31,-2,5,28,-14,-5,4,徳島
JP,Japan,Tokushima,"",2020-04-01,-15,-7,-35,-25,-9,6,徳島
JP,Japan,Tokushima,"",2020-04-02,-7,5,25,-13,-7,4,徳島
JP,Japan,Tokushima,"",2020-04-03,-11,2,30,-16,-7,4,徳島
JP,Japan,Tokushima,"",2020-04-04,-14,6,46,-16,-6,5,徳島
JP,Japan,Tokushima,"",2020-04-05,-13,6,51,-16,-5,5,徳島
JP,Japan,Tokushima,"",2020-04-06,-9,2,32,-16,-6,4,徳島
JP,Japan,Tokushima,"",2020-04-07,-7,4,39,-15,-7,4,徳島
JP,Japan,Tokushima,"",2020-04-08,-11,0,20,-15,-8,4,徳島
JP,Japan,Tokushima,"",2020-04-09,-11,1,20,-19,-10,5,徳島
JP,Japan,Tokushima,"",2020-04-10,-14,2,7,-23,-6,5,徳島
JP,Japan,Tokushima,"",2020-04-11,-18,6,13,-30,-11,7,徳島
JP,Japan,Tokyo,"",2020-02-15,-2,5,9,1,4,1,東京
JP,Japan,Tokyo,"",2020-02-16,-13,-9,-37,-9,-1,3,東京
JP,Japan,Tokyo,"",2020-02-17,-4,3,-2,-1,1,0,東京
JP,Japan,Tokyo,"",2020-02-18,-2,3,3,-3,0,1,東京
JP,Japan,Tokyo,"",2020-02-19,-4,2,8,-5,-1,1,東京
JP,Japan,Tokyo,"",2020-02-20,-4,2,-1,-5,-1,1,東京
JP,Japan,Tokyo,"",2020-02-21,-4,2,0,-5,-2,2,東京
JP,Japan,Tokyo,"",2020-02-22,-9,0,-7,-5,-1,2,東京
JP,Japan,Tokyo,"",2020-02-23,-3,3,14,-5,-1,0,東京
JP,Japan,Tokyo,"",2020-02-24,-5,-1,31,-40,-66,19,東京
JP,Japan,Tokyo,"",2020-02-25,-6,5,-5,-5,-1,1,東京
JP,Japan,Tokyo,"",2020-02-26,-11,1,-15,-8,-1,2,東京
JP,Japan,Tokyo,"",2020-02-27,-8,5,-9,-10,-2,3,東京
JP,Japan,Tokyo,"",2020-02-28,-9,15,-6,-12,-1,4,東京
JP,Japan,Tokyo,"",2020-02-29,-13,11,-8,-19,1,5,東京
JP,Japan,Tokyo,"",2020-03-01,-15,10,12,-25,-1,4,東京
JP,Japan,Tokyo,"",2020-03-02,-21,-5,-38,-16,-5,6,東京
JP,Japan,Tokyo,"",2020-03-03,-8,10,11,-16,-6,5,東京
JP,Japan,Tokyo,"",2020-03-04,-20,-4,-26,-20,-8,7,東京
JP,Japan,Tokyo,"",2020-03-05,-14,2,-10,-18,-7,7,東京
JP,Japan,Tokyo,"",2020-03-06,-14,4,1,-20,-8,7,東京
JP,Japan,Tokyo,"",2020-03-07,-18,2,-16,-25,-6,6,東京
JP,Japan,Tokyo,"",2020-03-08,-26,-9,-54,-34,-8,7,東京
JP,Japan,Tokyo,"",2020-03-09,-13,4,6,-17,-6,5,東京
JP,Japan,Tokyo,"",2020-03-10,-20,-10,-36,-19,-10,8,東京
JP,Japan,Tokyo,"",2020-03-11,-9,6,18,-18,-8,5,東京
JP,Japan,Tokyo,"",2020-03-12,-10,4,9,-18,-8,6,東京
JP,Japan,Tokyo,"",2020-03-13,-10,5,8,-19,-8,7,東京
JP,Japan,Tokyo,"",2020-03-14,-29,-17,-58,-30,-11,9,東京
JP,Japan,Tokyo,"",2020-03-15,-10,10,16,-24,-3,4,東京
JP,Japan,Tokyo,"",2020-03-16,-13,0,-8,-16,-5,5,東京
JP,Japan,Tokyo,"",2020-03-17,-9,4,6,-17,-7,5,東京
JP,Japan,Tokyo,"",2020-03-18,-9,4,21,-15,-7,5,東京
JP,Japan,Tokyo,"",2020-03-19,-3,4,14,-13,-8,4,東京
JP,Japan,Tokyo,"",2020-03-20,-15,2,37,-44,-66,22,東京
JP,Japan,Tokyo,"",2020-03-21,-13,4,38,-21,-10,4,東京
JP,Japan,Tokyo,"",2020-03-22,-13,4,51,-21,-5,2,東京
JP,Japan,Tokyo,"",2020-03-23,-13,0,2,-15,-6,5,東京
JP,Japan,Tokyo,"",2020-03-24,-8,3,12,-16,-9,6,東京
JP,Japan,Tokyo,"",2020-03-25,-6,14,37,-14,-8,4,東京
JP,Japan,Tokyo,"",2020-03-26,-10,25,26,-17,-10,6,東京
JP,Japan,Tokyo,"",2020-03-27,-20,13,4,-25,-15,10,東京
JP,Japan,Tokyo,"",2020-03-28,-46,-6,-31,-46,-19,13,東京
JP,Japan,Tokyo,"",2020-03-29,-63,-32,-66,-59,-27,14,東京
JP,Japan,Tokyo,"",2020-03-30,-24,9,-14,-27,-16,10,東京
JP,Japan,Tokyo,"",2020-03-31,-23,5,-10,-27,-16,10,東京
JP,Japan,Tokyo,"",2020-04-01,-38,-13,-44,-31,-20,13,東京
JP,Japan,Tokyo,"",2020-04-02,-28,7,-2,-32,-21,12,東京
JP,Japan,Tokyo,"",2020-04-03,-30,9,4,-33,-22,14,東京
JP,Japan,Tokyo,"",2020-04-04,-42,5,4,-48,-25,13,東京
JP,Japan,Tokyo,"",2020-04-05,-50,-4,-30,-58,-27,12,東京
JP,Japan,Tokyo,"",2020-04-06,-29,12,3,-32,-22,12,東京
JP,Japan,Tokyo,"",2020-04-07,-32,4,-3,-38,-27,15,東京
JP,Japan,Tokyo,"",2020-04-08,-45,-1,4,-46,-35,18,東京
JP,Japan,Tokyo,"",2020-04-09,-47,-3,-6,-49,-38,21,東京
JP,Japan,Tokyo,"",2020-04-10,-48,3,-10,-51,-39,23,東京
JP,Japan,Tokyo,"",2020-04-11,-52,1,-6,-59,-37,17,東京
